site_id,date,year,kwh_elec,kwh_gas,avg_temp
S008,2025-05-30,2025,28.63,0.00,18.92
S009,2025-05-30,2025,130.61,7.17,17.45
S010,2025-05-30,2025,247.91,0.00,20.72
S011,2025-05-30,2025,768.78,0.00,20.08
S012,2025-05-30,2025,79.45,11.64,16.92
S013,2025-05-30,2025,58.38,2.09,17.66
S014,2025-05-30,2025,228.87,0.00,19.56
,,,,,
S016,2025-05-30,2025,54.49,0.00,20.33
S017,2025-05-30,2025,52.79,0.00,19.94
,,,,,
S019,2025-05-30,2025,982.67,0.00,21.10
S020,2025-05-30,2025,72.46,0.00,18.28
S021,2025-05-30,2025,135.18,0.00,21.22
S022,2025-05-30,2025,130.06,0.00,20.73
S023,2025-05-30,2025,629.89,0.00,19.92
S024,2025-05-30,2025,39.18,10.73,16.08
S025,2025-05-30,2025,170.33,15.97,17.22
S026,2025-05-30,2025,90.47,11.87,17.11
S027,2025-05-30,2025,892.79,0.00,19.91
S028,2025-05-30,2025,123.23,0.00,18.06
S029,2025-05-30,2025,0.00,0.00,19.52
S030,2025-05-30,2025,0.00,0.00,16.64
S001,2025-05-31,2025,102.08,0.00,20.23
S002,2025-05-31,2025,73.81,21.54,16.22
S003,2025-05-31,2025,549.87,0.00,19.07
S004,2025-05-31,2025,122.10,0.00,20.09
S005,2025-05-31,2025,96.82,0.00,19.85
S006,2025-05-31,2025,81.28,10.05,17.33
S007,2025-05-31,2025,513.97,0.00,21.44
S008,2025-05-31,2025,21.45,0.00,20.52
S009,2025-05-31,2025,69.08,0.00,20.02
S010,2025-05-31,2025,146.98,0.00,19.39
S011,2025-05-31,2025,515.76,2.61,17.93
S012,2025-05-31,2025,43.89,0.00,21.20
S013,2025-05-31,2025,34.88,0.00,19.26
S014,2025-05-31,2025,158.17,0.00,21.60
S015,2025-05-31,2025,399.96,0.00,20.09
S016,2025-05-31,2025,30.11,0.00,20.38
S017,2025-05-31,2025,30.60,0.00,18.25
S018,2025-05-31,2025,79.41,0.00,18.15
S019,2025-05-31,2025,656.80,0.00,20.18
S020,2025-05-31,2025,43.77,6.80,16.82
S021,2025-05-31,2025,71.76,13.39,16.42
S022,2025-05-31,2025,65.75,0.00,20.34
S023,2025-05-31,2025,423.25,0.00,19.01
S024,2025-05-31,2025,27.08,0.00,19.28
S025,2025-05-31,2025,98.86,0.00,18.11
S026,2025-05-31,2025,53.30,7.55,17.20
S027,2025-05-31,2025,513.20,0.00,19.69
S028,2025-05-31,2025,87.03,0.00,21.50
S029,2025-05-31,2025,0.00,0.00,19.07
S030,2025-05-31,2025,0.00,0.00,17.48
S001,2025-06-01,2025,89.91,6.87,17.42
S002,2025-06-01,2025,59.77,11.24,17.06
S003,2025-06-01,2025,558.98,0.00,20.51
S004,2025-06-01,2025,124.21,0.00,21.91
S005,2025-06-01,2025,94.40,0.00,18.91
S006,2025-06-01,2025,94.17,0.00,21.18
S007,2025-06-01,2025,485.19,0.00,21.22
S008,2025-06-01,2025,18.09,0.00,19.91
S009,2025-06-01,2025,72.26,11.10,16.74
S010,2025-06-01,2025,150.19,42.87,16.17
S011,2025-06-01,2025,474.14,46.52,16.68
S012,2025-06-01,2025,49.24,0.00,19.26
S013,2025-06-01,2025,33.91,0.00,19.44
S014,2025-06-01,2025,148.87,36.97,16.51
S015,2025-06-01,2025,410.02,26.08,16.95
S016,2025-06-01,2025,34.35,0.00,21.26
S017,2025-06-01,2025,30.68,0.00,21.38
S018,2025-06-01,2025,82.19,0.00,19.69
S019,2025-06-01,2025,660.26,0.00,19.55
S020,2025-06-01,2025,43.93,0.00,20.62
S021,2025-06-01,2025,84.75,3.54,17.60
S022,2025-06-01,2025,67.15,0.00,21.05
S023,2025-06-01,2025,414.05,0.00,19.34
S024,2025-06-01,2025,23.35,2.40,17.32
S025,2025-06-01,2025,121.04,18.28,16.38
S026,2025-06-01,2025,55.36,0.00,19.91
S027,2025-06-01,2025,551.42,28.05,17.12
S028,2025-06-01,2025,70.25,18.41,16.26
S029,2025-06-01,2025,0.00,0.00,19.65
S030,2025-06-01,2025,0.00,0.00,21.28
S001,2025-06-02,2025,181.26,0.00,19.78
S002,2025-06-02,2025,110.55,0.00,19.47
S003,2025-06-02,2025,1060.82,0.00,19.41
S004,2025-06-02,2025,184.46,42.15,16.21
S005,2025-06-02,2025,150.70,10.24,17.29
S006,2025-06-02,2025,145.50,0.00,19.14
S007,2025-06-02,2025,841.05,0.00,18.16
S008,2025-06-02,2025,29.20,0.00,18.56
S009,2025-06-02,2025,126.03,0.00,20.95
S010,2025-06-02,2025,227.23,35.35,17.06
S011,2025-06-02,2025,763.07,89.60,16.21
S012,2025-06-02,2025,67.30,0.00,20.64
S013,2025-06-02,2025,58.19,0.00,20.10
S014,2025-06-02,2025,239.88,74.86,16.12
S015,2025-06-02,2025,652.97,0.00,21.80
S016,2025-06-02,2025,43.90,0.00,20.78
S017,2025-06-02,2025,45.01,4.41,17.11
S018,2025-06-02,2025,128.59,0.00,22.04
S019,2025-06-02,2025,1108.07,0.00,19.31
S020,2025-06-02,2025,65.73,0.00,20.94
S021,2025-06-02,2025,119.67,22.09,16.42
S022,2025-06-02,2025,113.50,23.94,16.69
S023,2025-06-02,2025,757.21,0.00,18.64
S024,2025-06-02,2025,37.51,0.00,20.60
S025,2025-06-02,2025,180.52,0.00,19.19
S026,2025-06-02,2025,93.34,0.00,20.46
S027,2025-06-02,2025,758.45,0.00,21.31
S028,2025-06-02,2025,124.97,0.00,20.51
S029,2025-06-02,2025,0.00,0.00,18.11
S030,2025-06-02,2025,0.00,0.00,16.70
S001,2025-06-03,2025,163.82,0.00,20.34
S002,2025-06-03,2025,104.49,29.75,16.24
S003,2025-06-03,2025,933.19,86.14,16.43
S004,2025-06-03,2025,187.82,0.00,21.08
S005,2025-06-03,2025,146.05,0.00,21.47
S006,2025-06-03,2025,137.10,0.00,21.62
S007,2025-06-03,2025,732.44,0.00,20.75
S008,2025-06-03,2025,30.90,0.00,20.02
S009,2025-06-03,2025,110.35,0.00,18.78
S010,2025-06-03,2025,235.12,22.54,17.44
S011,2025-06-03,2025,831.21,73.98,16.60
S012,2025-06-03,2025,74.24,0.00,18.36
S013,2025-06-03,2025,50.28,0.08,17.99
S014,2025-06-03,2025,246.60,38.49,17.02
S015,2025-06-03,2025,699.79,0.00,20.06
S016,2025-06-03,2025,53.97,0.00,19.71
S017,2025-06-03,2025,49.61,0.00,21.35
S018,2025-06-03,2025,119.57,32.38,16.53
S019,2025-06-03,2025,1043.42,0.00,18.95
S020,2025-06-03,2025,65.22,11.84,16.85
S021,2025-06-03,2025,112.06,10.14,17.19
S022,2025-06-03,2025,123.18,0.00,18.53
S023,2025-06-03,2025,673.73,67.43,16.46
S024,2025-06-03,2025,38.11,0.00,21.61
S025,2025-06-03,2025,168.60,0.00,20.44
S026,2025-06-03,2025,84.85,7.69,17.44
S027,2025-06-03,2025,902.09,0.00,18.99
S028,2025-06-03,2025,132.52,0.00,21.88
S029,2025-06-03,2025,0.00,0.00,21.19
S030,2025-06-03,2025,0.00,0.00,18.33
S001,2025-06-04,2025,174.61,0.00,20.07
S002,2025-06-04,2025,116.11,0.00,21.07
S003,2025-06-04,2025,890.20,0.00,18.85
S004,2025-06-04,2025,184.37,26.29,16.96
S005,2025-06-04,2025,157.12,0.00,21.62
S006,2025-06-04,2025,165.50,0.00,18.03
S007,2025-06-04,2025,836.14,0.00,20.21
S008,2025-06-04,2025,33.75,3.79,17.17
S009,2025-06-04,2025,110.21,0.00,19.22
S010,2025-06-04,2025,224.65,29.24,17.29
S011,2025-06-04,2025,924.53,0.00,20.30
S012,2025-06-04,2025,77.41,0.00,19.52
S013,2025-06-04,2025,47.22,0.00,22.02
S014,2025-06-04,2025,222.85,65.69,16.46
S015,2025-06-04,2025,655.96,0.00,19.31
S016,2025-06-04,2025,45.76,2.15,17.68
S017,2025-06-04,2025,45.63,0.00,19.08
S018,2025-06-04,2025,133.73,0.00,18.75
S019,2025-06-04,2025,1049.66,0.00,21.81
S020,2025-06-04,2025,76.82,0.00,18.52
S021,2025-06-04,2025,119.99,5.12,17.58
S022,2025-06-04,2025,123.22,0.00,21.48
S023,2025-06-04,2025,656.88,70.44,16.36
S024,2025-06-04,2025,42.36,3.03,17.46
S025,2025-06-04,2025,191.29,0.00,18.45
S026,2025-06-04,2025,75.85,0.86,17.94
S027,2025-06-04,2025,815.41,87.29,16.45
S028,2025-06-04,2025,129.78,0.00,20.50
S029,2025-06-04,2025,0.00,0.00,21.52
S030,2025-06-04,2025,0.00,0.00,18.25
S001,2025-06-05,2025,164.53,0.00,20.37
S002,2025-06-05,2025,120.12,0.00,18.31
S003,2025-06-05,2025,953.54,0.00,20.62
S004,2025-06-05,2025,192.94,0.00,21.50
S005,2025-06-05,2025,156.17,10.93,17.32
S006,2025-06-05,2025,153.08,34.20,16.71
S007,2025-06-05,2025,868.62,65.25,16.83
S008,2025-06-05,2025,32.11,0.00,20.91
S009,2025-06-05,2025,111.41,12.64,17.13
S010,2025-06-05,2025,224.16,13.72,17.67
S011,2025-06-05,2025,924.65,58.32,16.95
S012,2025-06-05,2025,78.64,0.00,21.98
S013,2025-06-05,2025,57.43,0.00,21.21
S014,2025-06-05,2025,233.37,0.00,18.55
S015,2025-06-05,2025,594.96,0.00,20.78
S016,2025-06-05,2025,44.92,0.00,20.16
S017,2025-06-05,2025,44.86,1.79,17.64
S018,2025-06-05,2025,136.18,0.00,21.29
S019,2025-06-05,2025,1053.07,0.00,21.14
S020,2025-06-05,2025,64.27,0.00,20.19
S021,2025-06-05,2025,116.18,11.76,17.12
S022,2025-06-05,2025,111.76,0.00,20.72
S023,2025-06-05,2025,698.23,0.00,19.94
S024,2025-06-05,2025,36.38,0.00,20.26
S025,2025-06-05,2025,183.77,0.00,22.31
S026,2025-06-05,2025,77.07,8.61,17.41
S027,2025-06-05,2025,867.38,0.00,20.68
S028,2025-06-05,2025,126.25,1.41,17.91
S029,2025-06-05,2025,0.00,0.00,21.50
S030,2025-06-05,2025,0.00,0.00,20.01
S001,2025-06-06,2025,160.72,0.00,22.22
S002,2025-06-06,2025,115.70,0.00,19.56
S003,2025-06-06,2025,1018.90,0.00,18.49
S004,2025-06-06,2025,198.31,0.00,18.15
S005,2025-06-06,2025,139.96,0.00,21.03
S006,2025-06-06,2025,149.84,0.00,19.33
S007,2025-06-06,2025,833.68,0.00,19.37
S008,2025-06-06,2025,33.62,0.00,21.67
S009,2025-06-06,2025,129.27,0.00,21.59
S010,2025-06-06,2025,232.52,0.00,21.34
S011,2025-06-06,2025,950.71,28.08,17.44
S012,2025-06-06,2025,83.10,0.00,19.95
S013,2025-06-06,2025,54.27,0.00,19.92
S014,2025-06-06,2025,227.43,0.00,19.78
S015,2025-06-06,2025,734.51,0.00,18.90
S016,2025-06-06,2025,53.25,0.00,22.32
S017,2025-06-06,2025,46.84,0.00,21.37
S018,2025-06-06,2025,135.62,0.00,21.83
S019,2025-06-06,2025,966.54,0.00,21.89
S020,2025-06-06,2025,72.35,3.71,17.59
S021,2025-06-06,2025,132.66,0.00,19.52
S022,2025-06-06,2025,106.06,0.00,20.60
S023,2025-06-06,2025,603.79,21.03,17.51
S024,2025-06-06,2025,42.77,0.00,21.92
S025,2025-06-06,2025,183.53,0.00,18.48
S026,2025-06-06,2025,94.79,14.97,16.92
S027,2025-06-06,2025,833.40,0.00,20.03
S028,2025-06-06,2025,132.25,0.00,21.09
S029,2025-06-06,2025,0.00,0.00,17.79
,,,,,
S001,2025-06-07,2025,112.71,3.18,17.69
S002,2025-06-07,2025,75.02,13.53,16.91
S003,2025-06-07,2025,654.21,0.00,19.24
S004,2025-06-07,2025,105.61,0.00,18.09
S005,2025-06-07,2025,91.73,0.00,20.44
S006,2025-06-07,2025,89.98,0.00,22.21
S007,2025-06-07,2025,549.07,0.00,18.45
S008,2025-06-07,2025,21.30,0.00,21.29
S009,2025-06-07,2025,68.62,0.00,19.77
S010,2025-06-07,2025,136.05,0.00,21.10
S011,2025-06-07,2025,544.46,0.00,22.43
S012,2025-06-07,2025,46.56,0.00,18.80
S013,2025-06-07,2025,30.77,0.00,21.14
S014,2025-06-07,2025,152.58,2.75,17.88
S015,2025-06-07,2025,418.13,0.00,22.43
S016,2025-06-07,2025,31.61,0.00,19.75
S017,2025-06-07,2025,29.46,0.00,21.24
S018,2025-06-07,2025,82.41,4.55,17.64
S019,2025-06-07,2025,696.38,0.00,21.93
S020,2025-06-07,2025,39.82,0.00,19.88
S021,2025-06-07,2025,80.17,0.00,19.63
S022,2025-06-07,2025,79.92,0.00,22.39
S023,2025-06-07,2025,399.89,0.00,20.56
S024,2025-06-07,2025,27.28,0.00,19.03
S025,2025-06-07,2025,114.87,0.00,20.18
S026,2025-06-07,2025,51.09,0.00,19.55
S027,2025-06-07,2025,579.78,0.00,19.20
S028,2025-06-07,2025,74.46,0.00,21.00
S029,2025-06-07,2025,0.00,0.00,20.49
S030,2025-06-07,2025,0.00,0.00,20.23
S001,2025-06-08,2025,111.80,0.00,19.59
S002,2025-06-08,2025,59.53,0.00,21.13
S003,2025-06-08,2025,655.29,0.00,20.89
S004,2025-06-08,2025,106.22,0.00,20.69
S005,2025-06-08,2025,84.50,9.42,17.10
S006,2025-06-08,2025,83.84,0.00,19.86
S007,2025-06-08,2025,520.03,0.00,20.68
S008,2025-06-08,2025,18.03,0.08,17.97
S009,2025-06-08,2025,73.52,0.00,18.26
S010,2025-06-08,2025,161.64,3.72,17.84
S011,2025-06-08,2025,571.74,0.00,19.57
S012,2025-06-08,2025,51.10,0.00,22.42
S013,2025-06-08,2025,36.45,0.00,20.39
S014,2025-06-08,2025,164.88,18.61,17.31
S015,2025-06-08,2025,364.64,0.00,21.02
S016,2025-06-08,2025,31.54,0.00,19.38
S017,2025-06-08,2025,27.57,3.38,17.02
S018,2025-06-08,2025,72.18,0.00,20.13
S019,2025-06-08,2025,744.98,0.00,21.21
,,,,,
S021,2025-06-08,2025,78.43,0.00,19.74
S022,2025-06-08,2025,71.68,13.18,16.91
S023,2025-06-08,2025,437.11,0.00,22.69
S024,2025-06-08,2025,27.92,0.00,22.08
S025,2025-06-08,2025,110.03,0.00,21.82
S026,2025-06-08,2025,52.21,8.29,17.12
S027,2025-06-08,2025,517.55,22.60,17.32
S028,2025-06-08,2025,75.56,0.00,21.16
S029,2025-06-08,2025,0.00,0.00,21.11
S030,2025-06-08,2025,0.00,0.00,18.13
S001,2025-06-09,2025,148.70,0.00,19.34
S002,2025-06-09,2025,108.50,0.00,21.66
S003,2025-06-09,2025,904.25,0.00,19.27
S004,2025-06-09,2025,195.85,0.00,20.27
S005,2025-06-09,2025,133.81,0.00,21.82
S006,2025-06-09,2025,143.88,0.00,21.46
S007,2025-06-09,2025,913.01,0.00,18.60
S008,2025-06-09,2025,32.96,0.00,22.20
S009,2025-06-09,2025,112.32,0.00,20.22
S010,2025-06-09,2025,230.96,0.00,20.06
S011,2025-06-09,2025,813.66,0.00,18.38
S012,2025-06-09,2025,83.22,0.00,22.06
S013,2025-06-09,2025,54.27,0.00,22.22
S014,2025-06-09,2025,234.65,0.00,21.27
S015,2025-06-09,2025,688.94,9.88,17.75
S016,2025-06-09,2025,48.11,0.00,20.70
S017,2025-06-09,2025,45.20,0.00,21.12
S018,2025-06-09,2025,129.72,0.00,21.46
S019,2025-06-09,2025,1079.31,0.00,21.79
S020,2025-06-09,2025,73.98,0.00,21.16
S021,2025-06-09,2025,110.08,0.00,21.97
S022,2025-06-09,2025,128.42,9.89,17.46
S023,2025-06-09,2025,745.57,0.00,21.50
,,,,,
S025,2025-06-09,2025,180.70,0.00,19.33
S026,2025-06-09,2025,84.58,0.00,18.42
S027,2025-06-09,2025,871.99,0.00,19.98
S028,2025-06-09,2025,116.10,0.00,21.56
S029,2025-06-09,2025,0.00,0.00,21.20
S030,2025-06-09,2025,0.00,0.00,17.94
S001,2025-06-10,2025,160.73,0.00,19.80
S002,2025-06-10,2025,113.99,0.00,22.98
S003,2025-06-10,2025,883.33,0.00,18.80
S004,2025-06-10,2025,188.57,0.00,22.63
S005,2025-06-10,2025,129.80,0.00,18.96
S006,2025-06-10,2025,160.31,0.00,18.07
S007,2025-06-10,2025,803.68,0.00,19.10
S008,2025-06-10,2025,28.70,0.00,22.15
S009,2025-06-10,2025,134.91,0.00,19.58
S010,2025-06-10,2025,222.78,15.47,17.60
S011,2025-06-10,2025,941.68,0.00,21.70
S012,2025-06-10,2025,70.56,8.11,17.10
S013,2025-06-10,2025,53.78,0.00,18.68
S014,2025-06-10,2025,210.12,0.00,19.13
S015,2025-06-10,2025,654.92,0.00,19.47
S016,2025-06-10,2025,53.45,0.00,19.13
S017,2025-06-10,2025,50.20,0.00,22.27
S018,2025-06-10,2025,126.03,0.00,21.04
S019,2025-06-10,2025,1130.97,0.00,19.81
S020,2025-06-10,2025,64.30,0.00,20.91
S021,2025-06-10,2025,112.44,0.00,18.40
S022,2025-06-10,2025,112.18,0.00,21.25
S023,2025-06-10,2025,697.01,0.00,19.59
S024,2025-06-10,2025,36.24,0.00,19.82
S025,2025-06-10,2025,181.63,7.75,17.61
S026,2025-06-10,2025,81.00,10.98,17.23
S027,2025-06-10,2025,911.38,0.00,22.20
S028,2025-06-10,2025,134.44,0.00,20.06
S029,2025-06-10,2025,0.00,0.00,19.37
S030,2025-06-10,2025,0.00,0.00,22.06
S001,2025-06-11,2025,145.82,6.67,17.64
S002,2025-06-11,2025,96.14,0.00,21.68
S003,2025-06-11,2025,839.45,0.00,21.74
S004,2025-06-11,2025,173.37,0.00,20.25
S005,2025-06-11,2025,161.68,0.00,18.35
S006,2025-06-11,2025,152.42,0.00,22.99
S007,2025-06-11,2025,846.38,0.00,22.08
S008,2025-06-11,2025,29.56,0.00,19.46
S009,2025-06-11,2025,130.07,4.69,17.62
S010,2025-06-11,2025,256.24,15.96,17.64
S011,2025-06-11,2025,766.89,0.00,20.77
S012,2025-06-11,2025,70.73,0.00,21.24
S013,2025-06-11,2025,48.76,0.46,17.91
S014,2025-06-11,2025,242.22,26.29,17.29
S015,2025-06-11,2025,639.84,0.00,19.87
S016,2025-06-11,2025,48.56,0.00,19.13
S017,2025-06-11,2025,44.49,0.00,19.34
S018,2025-06-11,2025,116.34,0.00,22.83
S019,2025-06-11,2025,1217.73,0.00,20.51
S020,2025-06-11,2025,69.42,0.00,19.50
S021,2025-06-11,2025,132.22,0.00,20.00
S022,2025-06-11,2025,110.93,11.56,17.39
S023,2025-06-11,2025,658.13,0.00,20.11
S024,2025-06-11,2025,36.42,0.00,19.02
S025,2025-06-11,2025,190.04,0.00,20.90
S026,2025-06-11,2025,90.28,0.00,22.72
S027,2025-06-11,2025,901.54,0.00,22.28
S028,2025-06-11,2025,125.25,0.00,22.78
S029,2025-06-11,2025,0.00,0.00,19.00
S030,2025-06-11,2025,0.00,0.00,17.73
S001,2025-06-12,2025,163.08,0.00,19.36
S002,2025-06-12,2025,124.23,0.00,22.58
S003,2025-06-12,2025,874.43,0.00,19.73
S004,2025-06-12,2025,181.25,17.14,17.26
S005,2025-06-12,2025,133.05,0.00,22.45
S006,2025-06-12,2025,152.21,0.00,19.64
S007,2025-06-12,2025,768.41,0.00,21.85
S008,2025-06-12,2025,28.09,0.00,20.59
S009,2025-06-12,2025,134.62,0.00,18.83
S010,2025-06-12,2025,229.32,0.00,21.85
S011,2025-06-12,2025,867.72,0.00,19.35
S012,2025-06-12,2025,78.12,0.00,20.05
S013,2025-06-12,2025,48.83,0.00,22.41
S014,2025-06-12,2025,215.02,0.00,21.57
S015,2025-06-12,2025,716.03,0.00,21.63
S016,2025-06-12,2025,51.78,0.00,19.92
S017,2025-06-12,2025,52.71,0.00,20.03
S018,2025-06-12,2025,124.80,0.00,20.68
S019,2025-06-12,2025,1069.27,23.42,17.63
S020,2025-06-12,2025,62.36,0.00,18.61
S021,2025-06-12,2025,119.52,0.00,22.20
S022,2025-06-12,2025,115.31,0.00,18.20
S023,2025-06-12,2025,661.15,0.00,21.34
S024,2025-06-12,2025,37.10,0.00,20.58
S025,2025-06-12,2025,180.77,0.00,22.31
S026,2025-06-12,2025,87.69,0.00,20.73
S027,2025-06-12,2025,807.31,0.00,22.66
S028,2025-06-12,2025,121.97,0.00,18.51
S029,2025-06-12,2025,0.00,0.00,19.97
S030,2025-06-12,2025,0.00,0.00,20.16
S001,2025-06-13,2025,153.11,0.00,20.46
S002,2025-06-13,2025,124.19,0.00,23.05
S003,2025-06-13,2025,919.26,0.00,22.76
S004,2025-06-13,2025,181.83,0.00,20.72
S005,2025-06-13,2025,162.14,0.00,21.65
S006,2025-06-13,2025,140.23,0.00,18.62
S007,2025-06-13,2025,809.24,0.00,21.34
S008,2025-06-13,2025,31.31,0.00,22.51
S009,2025-06-13,2025,126.92,0.00,21.27
S010,2025-06-13,2025,235.91,0.00,23.11
S011,2025-06-13,2025,793.67,0.00,19.79
S012,2025-06-13,2025,79.16,0.00,21.57
S013,2025-06-13,2025,49.75,0.00,19.20
S014,2025-06-13,2025,235.24,0.00,22.70
S015,2025-06-13,2025,640.15,0.00,18.43
S016,2025-06-13,2025,54.25,4.29,17.29
S017,2025-06-13,2025,44.98,0.00,19.13
S018,2025-06-13,2025,138.83,0.00,23.16
S019,2025-06-13,2025,1213.14,0.00,19.77
S020,2025-06-13,2025,75.19,0.00,22.41
S021,2025-06-13,2025,124.33,0.00,22.31
S022,2025-06-13,2025,103.12,0.00,18.41
S023,2025-06-13,2025,655.88,0.00,21.32
S024,2025-06-13,2025,36.85,0.00,20.50
S025,2025-06-13,2025,159.37,0.00,18.85
S026,2025-06-13,2025,79.34,0.00,18.37
S027,2025-06-13,2025,917.65,0.00,22.63
S028,2025-06-13,2025,123.19,0.00,20.90
S029,2025-06-13,2025,0.00,0.00,17.60
S030,2025-06-13,2025,0.00,0.00,19.78
S001,2025-06-14,2025,96.45,0.00,22.16
S002,2025-06-14,2025,63.51,0.00,18.07
S003,2025-06-14,2025,644.66,0.00,18.36
S004,2025-06-14,2025,119.20,0.00,20.89
,,,,,
S006,2025-06-14,2025,95.63,0.00,21.97
S007,2025-06-14,2025,547.41,0.00,22.62
S008,2025-06-14,2025,20.25,0.00,22.96
S009,2025-06-14,2025,66.69,0.00,21.20
S010,2025-06-14,2025,150.18,0.00,21.08
S011,2025-06-14,2025,586.43,18.77,17.46
S012,2025-06-14,2025,49.39,0.00,19.69
S013,2025-06-14,2025,30.12,0.00,21.03
S014,2025-06-14,2025,152.81,0.00,19.30
S015,2025-06-14,2025,397.22,0.00,22.16
S016,2025-06-14,2025,28.18,0.00,22.98
S017,2025-06-14,2025,30.91,0.00,18.70
S018,2025-06-14,2025,80.58,0.00,19.68
S019,2025-06-14,2025,658.02,0.00,18.25
S020,2025-06-14,2025,44.26,0.00,19.13
S021,2025-06-14,2025,74.03,0.00,23.02
S022,2025-06-14,2025,68.31,0.00,21.88
S023,2025-06-14,2025,387.72,0.00,20.35
S024,2025-06-14,2025,24.15,0.00,23.13
S025,2025-06-14,2025,118.23,0.00,21.23
S026,2025-06-14,2025,48.89,0.00,22.81
S027,2025-06-14,2025,483.89,0.00,22.40
S028,2025-06-14,2025,75.25,6.49,17.42
S029,2025-06-14,2025,0.00,0.00,20.27
S030,2025-06-14,2025,0.00,0.00,22.29
S001,2025-06-15,2025,104.06,0.00,18.71
S002,2025-06-15,2025,69.06,0.00,19.30
S003,2025-06-15,2025,654.72,0.00,18.16
S004,2025-06-15,2025,101.64,6.89,17.53
S005,2025-06-15,2025,92.95,0.00,22.46
S006,2025-06-15,2025,98.84,6.92,17.55
S007,2025-06-15,2025,460.85,0.00,18.36
S008,2025-06-15,2025,19.23,0.00,18.68
S009,2025-06-15,2025,69.01,0.00,19.68
S010,2025-06-15,2025,160.92,0.00,18.26
S011,2025-06-15,2025,565.65,0.00,20.78
S012,2025-06-15,2025,40.94,0.00,21.79
S013,2025-06-15,2025,34.92,0.00,21.93
S014,2025-06-15,2025,152.39,0.00,22.89
S015,2025-06-15,2025,406.73,0.00,21.20
S016,2025-06-15,2025,29.92,0.00,22.33
S017,2025-06-15,2025,28.03,0.00,22.90
S018,2025-06-15,2025,85.31,0.00,18.36
S019,2025-06-15,2025,726.41,0.35,17.99
S020,2025-06-15,2025,45.79,0.00,19.57
S021,2025-06-15,2025,74.66,0.00,20.31
S022,2025-06-15,2025,66.60,0.79,17.94
S023,2025-06-15,2025,405.93,0.00,18.83
S024,2025-06-15,2025,22.80,0.00,19.43
S025,2025-06-15,2025,102.59,2.49,17.80
S026,2025-06-15,2025,50.04,0.00,18.56
S027,2025-06-15,2025,578.30,0.00,20.12
S028,2025-06-15,2025,76.04,0.00,20.36
S029,2025-06-15,2025,0.00,0.00,18.14
S030,2025-06-15,2025,0.00,0.00,21.40
S001,2025-06-16,2025,157.66,4.40,17.76
S002,2025-06-16,2025,100.85,0.00,19.32
S003,2025-06-16,2025,909.63,0.00,22.68
S004,2025-06-16,2025,168.98,0.00,20.50
S005,2025-06-16,2025,153.27,3.53,17.79
S006,2025-06-16,2025,163.71,0.00,18.36
S007,2025-06-16,2025,814.53,0.00,19.34
S008,2025-06-16,2025,32.40,0.00,18.93
S009,2025-06-16,2025,115.03,0.00,21.04
S010,2025-06-16,2025,255.90,0.00,21.99
S011,2025-06-16,2025,852.38,0.00,22.62
S012,2025-06-16,2025,80.26,0.00,23.24
S013,2025-06-16,2025,57.81,0.00,21.63
S014,2025-06-16,2025,225.69,0.00,20.99
S015,2025-06-16,2025,678.32,0.00,19.65
S016,2025-06-16,2025,45.32,0.00,19.76
S017,2025-06-16,2025,48.67,0.00,20.55
S018,2025-06-16,2025,116.82,0.00,20.41
S019,2025-06-16,2025,1003.39,0.00,18.76
S020,2025-06-16,2025,66.19,0.00,19.90
S021,2025-06-16,2025,122.24,0.00,22.00
S022,2025-06-16,2025,123.40,0.00,18.82
S023,2025-06-16,2025,738.67,0.00,21.07
S024,2025-06-16,2025,44.85,0.00,19.53
S025,2025-06-16,2025,195.83,0.00,23.37
S026,2025-06-16,2025,93.97,0.00,21.37
S027,2025-06-16,2025,751.48,18.91,17.62
S028,2025-06-16,2025,136.46,0.00,18.52
S029,2025-06-16,2025,0.00,0.00,21.38
S030,2025-06-16,2025,0.00,0.00,20.55
S001,2025-06-17,2025,180.20,4.06,17.79
S002,2025-06-17,2025,112.87,0.00,20.12
S003,2025-06-17,2025,865.27,0.00,19.99
S004,2025-06-17,2025,190.90,0.00,22.66
S005,2025-06-17,2025,148.01,0.00,20.34
S006,2025-06-17,2025,164.92,0.00,19.26
S007,2025-06-17,2025,821.62,0.00,21.85
S008,2025-06-17,2025,30.73,0.00,23.07
S009,2025-06-17,2025,117.08,0.00,20.75
S010,2025-06-17,2025,235.85,0.00,23.11
S011,2025-06-17,2025,924.63,0.00,20.48
S012,2025-06-17,2025,80.21,0.00,21.24
S013,2025-06-17,2025,51.85,0.00,19.19
S014,2025-06-17,2025,250.93,0.00,22.82
S015,2025-06-17,2025,632.29,0.00,23.47
S016,2025-06-17,2025,52.80,0.00,18.07
S017,2025-06-17,2025,49.39,0.00,20.13
S018,2025-06-17,2025,137.54,0.00,19.64
S019,2025-06-17,2025,1027.39,0.00,20.43
S020,2025-06-17,2025,78.49,0.00,23.05
S021,2025-06-17,2025,122.18,0.00,21.03
S022,2025-06-17,2025,119.02,2.93,17.86
S023,2025-06-17,2025,679.80,0.00,22.20
S024,2025-06-17,2025,41.68,0.00,18.24
S025,2025-06-17,2025,177.89,0.00,22.32
S026,2025-06-17,2025,75.73,0.00,21.37
S027,2025-06-17,2025,892.59,0.00,21.65
S028,2025-06-17,2025,114.67,0.00,21.42
S029,2025-06-17,2025,0.00,0.00,20.71
